카드이름,은행,이미지URL,전월실적,연회비,카드종류,혜택
카카오뱅크 줍줍 신한카드,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2858/card_img/43775/%EC%A4%8D%EC%A4%8D-%EC%8B%A0%ED%95%9C%EC%B9%B4%EB%93%9C_1.png,0,"국내전용 [18,000]원 / 해외겸용 [18,000]원",신용,"{'기타 혜택(유의사항 등)': '카카오뱅크 줍줍 신한카드는 국내외 이용금액의 1%를 캐시백 제공하며, 월 최대 2만원까지 적립됩니다.'}"
삼성카드 taptap S,삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/52/card_img/27708/52card.png,500000,"국내전용 [10,000]원 / 해외겸용 [10,000]원",신용,"{'주유': '모든 주유소 및 LPG충전소에서 5만원 이상 결제 시 2,000원 청구할인 제공.', 'OTT/영화/문화': '모든 영화관에서 1만원 이상 현장 결제 시 5,000원 청구할인, 월 2회, 연 12회 제공.', '기타 혜택(유의사항 등)': '모든 가맹점에서 전월 이용금액 관계없이 1% 빅포인트 적립.'}"
카카오뱅크 롯데카드,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/2226/card_img/21355/2226card.png,0,"국내전용 [15,000]원 / 해외겸용 [15,000]원",신용,"{'프리미엄': '플래티넘 등급의 VISA 또는 MASTER 서비스 제공.', '기타 혜택(유의사항 등)': '국내외 결제 시 0.5% 캐시백, 스페셜 가맹점에서 1만원 이상 결제 시 5% 캐시백 제공 (월 최대 30만원 한도).'}"
삼성 iD AUTO 카드,삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/2618/card_img/31391/2618card.png,500000,"국내전용 [49,000]원 / 해외겸용 [49,000]원",신용,"{'주유': '모든 주유소에서 전월 이용금액에 따라 리터당 70원 또는 90원 할인 제공.', '자동차/하이패스': '주차장, 하이패스, 대리운전 결제 시 10% 할인 제공.', 'OTT/영화/문화': '영화 12,000원 이상 결제 시 5,000원 할인 (월 1회, 전월 이용금액 50만원 이상 시 제공).', '기타 혜택(유의사항 등)': '- 국내외 가맹점 0.5% 결제일 할인 제공.\n- 생활필수영역 1.5% 결제일 할인 제공.\n- 차량 점검 서비스: 엔진오일 교환 시 20,000원 할인, 안전점검 무료, 타이어 펑크 수리 및 위치 교환 무료.'}"
배민 신한카드 밥친구,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2884/card_img/44250/2884card.png,200000,"국내전용 [12,000]원 / 해외겸용 [15,000]원",신용,{'기타 혜택(유의사항 등)': '배달의민족 이용 시 5% 할인(전월 20만원 이상 이용 시 최대 3만원 한도) 및 국내외 가맹점 이용 시 1% 할인 제공.'}
후불하이패스 카드,하나카드,https://d1c5n4ri2guedi.cloudfront.net/card/1032/card_img/21503/1032card.png,0,"국내전용 [5,000]원",신용,"{'자동차/하이패스': '하나 후불하이패스는 신용카드 기능이 없는 후불하이패스 전용카드로, 한국의 모든 고속도로에서 사용 가능하며 출퇴근 시간대 통행료 최대 50% 자동할인 혜택이 있습니다.'}"
NU 후불하이패스,우리카드,https://d1c5n4ri2guedi.cloudfront.net/card/1787/card_img/28782/1787card.png,0,"국내전용 [2,000]원",신용,"{'자동차/하이패스': '후불 하이패스 카드는 고속도로 통행료 결제 전용으로, 일반 가맹점에서는 사용 불가하며, 평일 출퇴근 시간대 통행료 20~50% 할인 혜택이 있습니다.', '기타 혜택(유의사항 등)': '후불 하이패스카드는 하이패스 기능만 제공되며, 연간 600만원 이상 이용 시 다음해 연회비가 면제됩니다.'}"
카카오페이 신용카드,삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/764/card_img/28068/764card.png,0,"국내전용 [10,000]원 / 해외겸용 [10,000]원",신용,"{'통신': '이동통신요금 50,000원 이상 자동납부 시 카카오페이포인트 3,000P 적립 (전월 이용금액 30만원 이상 시 제공).', '해외': '해외 가맹점 이용 시 1% 카카오페이포인트 적립.', '기타 혜택(유의사항 등)': '디지털구독 이용 시 스트리밍 정기결제에 대해 10% 카카오페이포인트 적립, 카카오페이 간편결제 시 2% 적립, 전월 이용금액 관계없이 1% 적립.'}"
LOCA LIKIT Shop,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/2264/card_img/20702/2264card.png,400000,"국내전용 [10,000]원 / 해외겸용 [10,000]원",신용,"{'마트/편의점': 'GS25, CU, 세븐일레븐에서 60% 결제일 할인 제공.', '쇼핑': '쿠팡, 위메프, 티몬에서 60% 결제일 할인 제공.', '기타 혜택(유의사항 등)': '- 미용실 60% 할인, 쿠팡 로켓와우 및 네이버플러스 멤버십 60% 할인 제공.'}"
K-패스 하나 신용카드,하나카드,https://d1c5n4ri2guedi.cloudfront.net/card/2681/card_img/33461/2681card.png,500000,"국내전용 [17,000]원 / 해외겸용 [17,000]원",신용,"{'교통': '버스와 지하철 이용 시 10% 청구할인, 월 최대 2만원까지 제공.', '카페/디저트': '스타벅스와 커피빈에서 월 5천원 한도로 10% 청구할인 제공.', '기타 혜택(유의사항 등)': '다이소/올리브영에서 10% 청구할인 제공 (일 1천원, 월 1만원 한도).'}"
현대카드 MM,현대카드,https://d1c5n4ri2guedi.cloudfront.net/card/2670/card_img/39633/2670card.png,500000,"국내전용 [70,000]원 / 해외겸용 [70,000]원",신용,"{'공항라운지/PP': '스카이 허브 및 마티나 라운지를 연간 2회, 동반 2인까지 이용할 수 있는 혜택.', '기타 혜택(유의사항 등)': '국내외 가맹점 1.5% M포인트 적립, 온라인몰 및 일반음식점, 해외 가맹점 10% 적립, 최대 50만 M포인트 긴급적립 가능.'}"
Smilecard Edition3,현대카드,https://d1c5n4ri2guedi.cloudfront.net/card/2629/card_img/31741/2629card.png,300000,"국내전용 [20,000]원 / 해외겸용 [20,000]원",신용,"{'기타 혜택(유의사항 등)': '국내외 가맹점 이용 시 0.7% 스마일캐시 적립, 추가 적립 대상점 이용 시 2% 적립.'}"
에버온 EV 카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/2789/card_img/39279/2789card.png,400000,"국내전용 [20,000]원 / 해외겸용 [20,000]원",신용,"{'쇼핑': 'G마켓, 옥션, 11번가에서 KB Pay로 결제 시 20% 청구할인, 전월 이용실적 40만원 이상 시 10% 할인, 월 최대 5천원 한도.', '자동차/하이패스': '주차 및 세차 시 20% 청구할인, 월 최대 5천원 한도.', '기타 혜택(유의사항 등)': '전기/수소차 충전 20% 청구할인, OTT 20% 청구할인, 자동차보험 1만원 청구할인 제공.'}"
Easy pick 티타늄 카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/580/card_img/21321/580card.png,500000,"국내전용 [30,000]원 / 해외겸용 [30,000]원",신용,"{'교통': '대중교통 이용 시 버스/지하철, 택시 5% 포인트리 적립.', '주유': '주유소/충전소에서 SK, GS 이용 시 5% 포인트리 적립.', '통신': '이동통신 요금 자동이체 시 5% 포인트리 적립.', '마트/편의점': '대형마트(이마트, 롯데마트, 홈플러스)에서 5% 포인트리 적립.', '쇼핑': 'G 마켓, 옥션, 11번가에서 5% 포인트리 적립.', '뷰티/피트니스': '피트니스 관련 업종에서 5% 적립.', '공과금/렌탈': '코웨이 및 청호나이스 정수기 렌탈 시 5% 적립 (자동납부건에 한해 적용).', '공항라운지/PP': '인터넷 쇼핑몰 앱카드 결제 시 5% 포인트리 적립.', '프리미엄': '티타늄 서비스는 전월 이용실적 30만원 이상 시 공항/호텔 발레파킹과 공항 라운지를 제공한다.', '기타 혜택(유의사항 등)': '배달의민족과 마켓컬리에서 카드 결제 시 5% 포인트리 적립.'}"
청춘대로 톡톡카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/129/card_img/20358/129card.png,300000,"국내전용 [10,000]원 / 해외겸용 [12,000]원",신용,"{'푸드': '버거/패스트푸드 업종 20% 청구할인, 전월 이용실적 30만원 이상 시 월 할인한도 5천원.', '카페/디저트': '스타벅스 50% 청구할인, 전월 이용실적 30만원 이상 시 월 할인한도 1만원.', '간편결제': '간편결제 이용 시 10% 청구할인(월 최대 5천원, 전월 30만원 이상 이용 시 적용).', '기타 혜택(유의사항 등)': '대중교통, 택시, 이동통신요금 10% 청구할인 (전월 이용실적 30만원 이상 시 월 할인한도 5천원).'}"
신한카드 Simple Plan,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2951/card_img/47446/2951card_1.png,0,"국내전용 [15,000]원 / 해외겸용 [18,000]원",신용,"{'기타 혜택(유의사항 등)': '국내 1%, 해외 2% 결제일 할인 및 5만원 이상 국내 결제 시 2~3개월 무이자 할부 제공.'}"
무신사 현대카드,현대카드,https://d1c5n4ri2guedi.cloudfront.net/card/733/card_img/22207/733card.png,300000,"국내전용 [10,000]원 / 해외겸용 [10,000]원",신용,"{'쇼핑': '무신사 및 솔드아웃 결제 시 전월 이용금액 30만원 이상일 때 5% 청구 할인(월 3만원 한도).', '기타 혜택(유의사항 등)': '무신사 및 솔드아웃을 제외한 국내외 가맹점에서 결제 시 전월 이용금액 30만원 이상 시 무신사 적립금 1% 적립.'}"
신세계이마트 삼성카드7,삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/64/card_img/27713/64card.png,300000,"국내전용 [18,000]원 / 해외겸용 [20,000]원",신용,"{'쇼핑': '신세계백화점 5% 전자할인쿠폰 월 3~6매, 무료주차권 월 2매, 2~3개월 무이자할부, 신세계포인트 적립, 이마트 10만원 이상 이용 시 6,000원 청구할인 제공.', '기타 혜택(유의사항 등)': '- 0.5~3% 빅포인트 적립, CGV 할인, 삼성 관계사 무이자할부 등 다양한 혜택 제공.'}"
My WE:SH+카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/2845/card_img/42400/2845card.png,400000,"국내전용 [50,000]원 / 해외겸용 [50,000]원",신용,"{'통신': '이동통신 자동납부 요금 10% 할인 (SKT, KT, LG U+, Liiv M).', '푸드': '음식점과 편의점에서 10% 할인 혜택 제공.', '자동차/하이패스': '주차장과 세차장에서 10% 할인 혜택 제공.', '간편결제': 'KB Pay로 국내 가맹점 결제 시 10% 할인.', '프리미엄': 'Mastercard 티타늄 카드 발급 시 2025년까지 다양한 기본서비스와 선택 서비스(공항 발레파킹, 라운지, 호텔 발레파킹)가 제공됩니다.', '기타 혜택(유의사항 등)': '디지털 구독 서비스에서 OTT 30% 할인, 병원/약국/스포츠 5% 할인, 온라인쇼핑/주유/커피 5% 할인 제공.'}"
원더카드 FREE,하나카드,https://d1c5n4ri2guedi.cloudfront.net/card/2446/card_img/27741/2446card.png,0,"국내전용 [12,000]원 / 해외겸용 [12,000]원",신용,"{'간편결제': '간편결제 시 1.2% 할인 제공.', '기타 혜택(유의사항 등)': '전가맹점 0.7% 할인, 쿠팡/마트/베이커리 2% 할인, 대중교통 3% 할인, 국내 5만원 이상 결제 시 2~3개월 무이자 할부 제공.'}"
JADE First,하나카드,https://d1c5n4ri2guedi.cloudfront.net/card/2704/card_img/34571/2704card_1.png,500000,"국내전용 [595,000]원 / 해외겸용 [600,000]원",신용,"{'자동차/하이패스': '주유 시 리터당 200 하나머니, EV충전 시 50% 하나머니 적립, 월 최대 2만 하나머니; 제휴 주차장 무료 주차 월 2회 제공.', '공항라운지/PP': '전세계 공항 라운지 무료 이용(연 8회, 일 3회) 제공, 카드 이용 실적 조건 있음.', '기타 혜택(유의사항 등)': '- [PREMIUM VOUCHER] 해외/항공/면세/여행 30만원 청구 할인 (연 30만원 한도, 카드 발급 후 100만원 이상 이용 시 제공).\n- [DINING VOUCHER] 특급호텔 레스토랑 20만원 현장 할인 (연 1회, 카드 발급 후 100만원 이상 이용 시 제공).\n- [BONUS VOUCHER] 연 누적 이용금액별 골프/프리미엄 아울렛 50% 할인 (2,400만원 이상 이용 시 10만원, 3,600만원 이상 시 추가 10만원).\n- [기본적립] 국내 가맹점 1.5%~1.0% 하나머니 적립 (200만원 이상 이용 시 1.5%, 미만 시 1.0%).\n- [특별적립] 영역별 3.0% 하나머니 적립 (지난달 실적 50만원 이상, 월 통합 10만 하나머니 한도).'}"
ALL 우리카드 Infinite,우리카드,https://d1c5n4ri2guedi.cloudfront.net/card/2613/card_img/31307/2613card.png,500000,"국내전용 [500,000]원 / 해외겸용 [500,000]원",신용,"{'공항라운지/PP': '국내외 공항 라운지 무료 이용 서비스(본인+동반 1인, 월 2회, 연 10회) 제공.', '프리미엄': '- 연회비 납부 시 14,000 ALL 리워드 포인트 제공, 아코르 플러스 멤버십 자동 가입, GOLD 등급 부여, 3,000원당 포인트 적립, 2,000만원 이상 이용 시 5,000 포인트 보너스 제공.', '여행/숙박': '- KAL 리무진 버스 무료이용 서비스(월 1회, 연 4회) 제공.\n- 연 1회 국내외 여행자 보험 서비스 제공.', '기타 혜택(유의사항 등)': '- 골프: 국내 지정 골프장 무료 커피 또는 골프연습장 무료 타석권 제공 (월 1회, 연 4회).\n- 호텔: 아코르 호텔 숙박 시 2인 무료 조식 및 F&B 크레딧, 객실 업그레이드, 레이트 체크아웃 제공.\n- 선택형: 메탈 플레이트 제공 (발급수수료 10만원).'}"
신한카드 SOL트래블,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2722/card_img/35971/2722card.png,400000,"국내전용 [27,000] / 해외겸용 [30,000]원",신용,"{'공항라운지/PP': '전 세계 공항 라운지 무료 이용 서비스(연 3회, 본인만 이용 가능).', '해외': '해외 이용 시 국제브랜드 및 해외서비스 수수료 면제, 환율 100% 우대, 해외 ATM 인출 수수료 면제, 해외 일시불 이용금액 0.5% 마이신한포인트 적립 혜택 제공.', '기타 혜택(유의사항 등)': '국내 이용금액에 따라 0.5~2%의 마이신한포인트 적립, 특정 가맹점에서 추가 적립 가능.'}"
SSG.COM 삼성카드,삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/681/card_img/28062/681card.png,0,"국내전용 [15,000]원 / 해외겸용 [15,000]원",신용,"{'공항라운지/PP': 'SSGPAY를 통한 오프라인 간편결제 시 1% SSG MONEY 적립, 생활 편의 영역에서는 5% 적립.', '프리미엄': 'Mastercard 프리미엄카드 회원에게 제휴사 서비스 혜택 제공.', '해외': '해외 가맹점 이용 시 1.5% SSG MONEY 적립, 월 최대 50만원까지.', '기타 혜택(유의사항 등)': '- SSG.COM 결제 시 1% SSG MONEY 기본 적립, 전월 이용금액에 관계없이 적립 한도 없음.\n- SSG.COM 결제 시 전월 이용금액에 따라 최대 9% SSG MONEY 추가 적립.\n- 주유·커피전문점·제과점·편의점·생활잡화에서 5% SSG MONEY 적립, 전월 이용금액에 따라 적립 한도 있음.\n- 스마일클럽 월 이용료 정기결제 시 3,900원 결제일 할인, 전월 이용금액 40만원 이상 시 제공.'}"
토스 신용카드,하나카드,https://d1c5n4ri2guedi.cloudfront.net/card/589/card_img/21346/589card.png,0,"국내전용 [10,000]원 / 해외겸용 [10,000]원",신용,"{'프리미엄': '비자 플래티늄 BC 01 등급의 국제 브랜드 서비스 제공.', '해외': '해외 모든 가맹점에서 2% 토스머니 적립(월 1만 한도) 및 해외 ATM 현금 인출 시 수수료 $3 면제.', '기타 혜택(유의사항 등)': '해외 이용 시 수수료가 발생하며, KEB하나은행 결제계좌를 이용해야 ATM 현금인출이 가능합니다.'}"
HERITAGE Smart [할인형],KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/2450/card_img/27739/2450card.png,500000,"국내전용 [200,000]원 / 해외겸용 [200,000]원",신용,"{'프리미엄': 'HERITAGE Smart Mastercard 발급 시 Mastercard World 서비스와 국내공항 라운지, 발레파킹, Priority Pass Digital 서비스가 제공됩니다.', '기타 혜택(유의사항 등)': 'HERITAGE Smart 카드로 연 1회 선택 가능한 15만원 할인 쿠폰(특급호텔, 항공권, 공연/전시) 제공.'}"
카드의정석 PREMIUM MILEAGE(SKYPASS),우리카드,https://d1c5n4ri2guedi.cloudfront.net/card/92/card_img/20246/92card.png,500000,"국내전용 [135,000]원 / 해외겸용 [135,000]원",신용,"{'주유': '현대오일뱅크와 S-OIL 주유 시 리터당 60원 청구할인, 1일 1회, 월 20만원 한정.', '공항라운지/PP': '국내외 공항라운지 월 1회, 연 5회 무료 이용 가능 (더라운지멤버스 앱 필요).', '프리미엄': '프리미엄 카드로 국내외 여행 보험 무료 제공, 해외 박물관 입장권 50% 할인, 국내 호텔 2박 시 1박 무료, 제주도 렌터카 무료 제공, KTX/SRT 왕복 승차권 10% 할인 혜택.', '기타 혜택(유의사항 등)': '대한항공 카드: 국내외 가맹점 1,000원당 1마일 적립, 해외 및 면세점은 추가 1마일 적립.'}"
